id,trigger,conditions,script,text,options,notes
GAFCSiyavongFikenhildWhatDo,DialogOptionSelected,$option == gaFC_fikenhildSiyavongWhatDo,"$askedWhatDoYouDo = true
$option = gaFC_fikenhildSiyavongHub 0
FireBest DialogOptionSelected","""보시다시피 저는 페르시안 연맹 함대 정보국의 대표입니다."" 시야봉은 마치 자신에게 해가 없음을 보여주는 것처럼 손을 펼칩니다. ""저는 페르세우스 연맹 구성원들이 누리는 자유의 수호와 보안을 위해 일하고 있습니다.""
 
""하지만 오늘 우리가 이렇게 말하는 것은 당신 때문입니다, 함장님. 당신은 자산을 찾는 데 다소 무분별했습니다. 서비스에 관심이 있습니다.""",,
GAFCSiyavongFikenhildLongEnough,DialogOptionSelected,$option == gaFC_fikenhildSiyavongLongEnough,"$tookYouLongEnough = true
$option = gaFC_fikenhildSiyavongHub 0
FireBest DialogOptionSelected","""예, 우리는 한동안 $playerName을 지켜봤습니다."" 시야봉은 데이터패드를 들고 그것을 읽는 모습을 보여줍니다. ""요즘 꽤 흥미로운 일을 하고 계시군요, 함장님. 당신은 문제를 찾는 데 재주가 있는 것 같군요. 문제를 찾는 데도 재능이 있는 것 같군요."" 
 
그는 데이터패드를 내려놓았습니다. ""분석가들에게 많은 자료를 제공했습니다."" 
 
""완전히 솔직하게 말하자면,"" 그는 말하고 약간 미소를 지었습니다. ""저는 당신과 그렇게 직접적으로 이야기할 필요가 없다고 생각하고 싶었습니다. 하지만 당신이 제 손을 강요했기 때문에 여기까지 왔습니다.""",,
GAFCSiyavongFikenhildWhereScylla,DialogOptionSelected,$option == gaFC_fikenhildSiyavongWhereScylla,"$option = gaFC_fikenhildSiyavongHubB 0
FireBest DialogOptionSelected","Siyavong 요원은 진심으로 즐거워 보입니다. ""서비스 상담원에게 물어보는 것이 다소 직접적인 질문이지 않습니까? 하지만 그것이 문제의 핵심이며 귀하의 프로필은 직접적인 사고에 대한 특정 성향을 암시합니다. ""
 
""질문으로 답변해 드리겠습니다."" 그는 몸을 기울여 ""Scylla Coureuse가 어디에 있는지 왜 알아야 합니까?""라고 말했습니다.",,
GAFCSiyavongFikenhildHubB,DialogOptionSelected,$option == gaFC_fikenhildSiyavongHubB,FireAll GAFCSiyavongFikenHildHubBOptions,,,
GAFCSiyavongFikenhildHubB1,GAFCSiyavongFikenHildHubBOptions,!$saidWantToHelpScylla,,,"gaFC_fikenhildSiyavongHelp:""Scylla를 돕고 싶어요.""",
GAFCSiyavongFikenhildHubB2,GAFCSiyavongFikenHildHubBOptions,,,,"gaFC_fikenhildSiyavongFindHer:""이유는 밝힐 수 없어요. 당신의 도움이 있건 없건 간에 그녀를 찾을 생각이에요.""",
GAFCSiyavongFikenhildHubB3,GAFCSiyavongFikenHildHubBOptions,!$askedOtherPeople,,,"gaFC_fikenhildSiyavongOtherPeople:""다른 사람들은 그녀를 중요하게 생각하는 것 같아요.""",
GAFCSiyavongFikenhildHubB4,GAFCSiyavongFikenHildHubBOptions,,,,"gaFC_fikenhildSiyavongBaird:""난 Provost Anahita Baird를 돕고 있어 일종의 비밀 프로젝트.""
",
GAFCSiyavongFikenhildHubB5,GAFCSiyavongFikenHildHubBOptions,$global.gaFC_gotZalContactFromCavin ,,,"gaFC_fikenhildSiyavongContactZal:""Elissa Zal과 연락할 수 있어요.""",
GAFCSiyavongFikenhildHelp,DialogOptionSelected,$option == gaFC_fikenhildSiyavongHelp,$saidWantToHelpScylla = true,"시야봉 요원이 짧고 이상한 웃음소리를 낸다. ""아, 그렇군요.""라고 그는 말합니다. 
 
그는 잠시 말을 멈추고 당신을 살펴봅니다. ""진심이 아니군요.""","gaFC_fikenhildSiayvongSerious:""진담이라니까요.""
gaFC_fikenhildSiyavongSortOf:""나는... 어느 정도의 관점에서 볼 때이다.""
gaFC_fikenhildSiyavongSortOf2:""아니요, 하지만 사람들이 듣기 좋아하는 것 같아요.""
gaFC_fikenhildSiyavongNo:""분명히 아니다.""
",
GAFCSiyavongFikenhildSerious,DialogOptionSelected,$option == gaFC_fikenhildSiayvongSerious,"$global.gaFC_searchIsirah = true
$global.gaFC_gotIsirahLeadFromSiyavong = true
Call $global.gaFC_ref updateStage
$askedHowKnowBaird = true 0
FireAll GAFCSiyavongFikenhildRevealOptions
$player.ethosHumanitarian++","그는 호기심에 눈살을 찌푸리며 당신을 바라보고 있습니다. ""흥미롭다""고 그는 스스로에게 말했다. ""직접""
 
""그게 정말 당신이 믿는 거야?"" 그는 생각에 잠긴 다음 질문을 흔들며 ""그건 대답할 필요가 없습니다. 당신은 나에게 생각할 거리를 많이 주었습니다. 그 사이에 달성해야 할 중요한 사업이 있습니다: Scylla Coureuse를 구하는 것입니다."" 그는 이것이 공유된 농담인 것처럼 웃습니다.
 
""물론 Coureuse는 Isirah 시스템에 있습니다. 제가 제공하겠습니다."" 그는 책상 콘솔에서 무언가를 두드리면서 극적으로 잠시 멈췄습니다. 귀하의 TriPad 핑은 ""-그녀와 Cavin Pharoh 씨 사이의 통신에 대한 그럴듯해 보이는 데이터 가로채기와 함께""입니다.",,
GAFCSiyavongFikenhildSortOf,DialogOptionSelected,$option == gaFC_fikenhildSiyavongSortOf,"$option = gaFC_fikenhildSiyavongSortOf2 0
FireBest DialogOptionSelected",,,
GAFCSiyavongFikenhildSortOf2,DialogOptionSelected,$option == gaFC_fikenhildSiyavongSortOf2,"$global.gaFC_searchIsirah = true
$global.gaFC_gotIsirahLeadFromSiyavong = true
Call $global.gaFC_ref updateStage","Siyavong 요원은 즐거운 시간을 보내고 있는 것 같습니다. 이제 당신은 그의 게임을 하고 있습니다.
 
""물론이죠, 함장님. Coureuse는 Isirah 시스템에 있습니다. 제가 제공하겠습니다."" 그는 책상 콘솔에서 무언가를 두드리면서 극적으로 잠시 멈췄습니다. 귀하의 TriPad 핑은 ""-그녀와 Cavin Pharoh 씨 사이의 통신에 대한 그럴듯해 보이는 데이터 가로채기와 함께""입니다. 
 
""베어드 학장님께 당신이 열심히 일했다는 걸 보여줄 거예요."" 그는 윙크하며 말했습니다.
","gaFC_fikenhildSiyavongJustTellingMe:""그녀가 어디 있는지 말해주는거야?""
gaFC_fikenhildSiyavongHowKnowBaird:""Baird에 대해 어떻게 알아?""",
GAFCSiyavongFikenhildJustTellingMe,DialogOptionSelected,$option == gaFC_fikenhildSiyavongJustTellingMe,"$askedJustTellingMe = true 0
FireAll GAFCSiyavongFikenhildRevealOptions","""나는 당신에게 아무 말도하지 않았습니다."" 그는 당신을 향해 손짓했습니다. ""당신이 통신을 가로챘습니다. 기억하시나요? 게다가 이시라, 글쎄요, 그곳은 큰 곳은 아니지만, 당신이 곧 그 조각들을 정리할 것이라고 확신합니다.""",,
GAFCSiyavongFikenhildHowKnowBaird,DialogOptionSelected,$option == gaFC_fikenhildSiyavongHowKnowBaird,"$askedHowKnowBaird = true 0
FireAll GAFCSiyavongFikenhildRevealOptions","시야봉은 ""내가 안 했으면 방금 확인했지?""라고 활짝 웃었다.",,
GAFCSiyavongFikenhildNo,DialogOptionSelected,$option == gaFC_fikenhildSiyavongNo,FireAll GAFCSiyavongFikenHildHubBOptions,"""그럼요."" 그는 사무적인 태도로 손을 접습니다. ""그럼?""",,
GAFCSiyavongFikenhildFindHer,DialogOptionSelected,$option == gaFC_fikenhildSiyavongFindHer,"$option = gaFC_fikenhildSiyavongSortOf2 0
FireBest DialogOptionSelected",,,
GAFCSiyavongFikenhildOtherPeople,DialogOptionSelected,$option == gaFC_fikenhildSiyavongOtherPeople,"$askedOtherPeople = true 0
FireAll GAFCSiyavongFikenHildHubBOptions","Siyavong 요원은 즐거운 시간을 보내고 있는 것 같습니다. 이제 당신은 그의 게임을 하고 있는 것입니다.
 
""글쎄, $playerName님, 저는 우연히 이런 사람들 중 한 명입니다. 그녀는 중요합니다. 더 정확하게는 그녀에게 올바른 기회가 주어진다면 그녀는 중요해질 수 있습니다.""
 
그는 몸을 기울이고 부드럽게 말했다. ""그녀가 하찮은 존재로 남아 있기를 원하는 사람들이 있습니다. 어쩌면 영원히. 내 생각에는... 우리는 그렇게 해서는 안 될 것 같아요. 당신의 '다른 사람'도 이 점에 대해 내 생각에 동의하는 것 같아요. , 조금이라도.""",,
GAFCSiyavongFikenhildBaird,DialogOptionSelected,$option == gaFC_fikenhildSiyavongBaird,,"시야봉 요원은 눈을 깜박이고, 당신이 그냥 나와서 그런 말을 할 거라고는 예상하지 못한 듯 눈살을 찌푸립니다. ""나는 당신의 솔직함이 다소 불안하다는 것을 인정해야 합니다.""
 
""나는 당신이 당신의 말을 누구와 공유하는지 염두에 두라고 충고합니다. 특히 당신이 배우려는 내용을 신중히 생각할 때"" 그는 단호하게 말합니다.","gaFC_fikenhildSiyavongCoureuseIsirah:""그리고 저것은 무엇입니까?""",
GAFCSiyavongFikenhildContactZal,DialogOptionSelected,$option == gaFC_fikenhildSiyavongContactZal,,"시야봉은 감정이나 움직임을 전혀 나타내지 않고 잠시 멈췄습니다. 통신 피드가 멈췄는지 궁금해할 뻔한 다음 그는 말합니다. ""관심이 있습니다, 함장님. 거래해볼까요? Scylla Coureuse의 위치에 대한 Zal의 통신 ID?""
그는 이제 미소를 지었습니다.","gaFC_fikenhildSiyavongZal:Elissa Zal의 통신 ID를 전송
gaFC_fikenhildSiyavongHubB:""난 그렇게 생각 안 해.""",
GAFCSiyavongFikenhildZal,DialogOptionSelected,$option == gaFC_fikenhildSiyavongZal,"$global.gaFC_gaveZalContactToSiyavong = true
$option = gaFC_fikenhildSiyavongCoureuseIsirah 0
FireBest DialogOptionSelected","Siyavong은 TriPad를 연구합니다. ""매혹적이네요."" 그는 올려다보며 그것을 한쪽으로 치워놓았다.",,
GAFCSiyavongFikenhildCoureuseIsirah,DialogOptionSelected,$option == gaFC_fikenhildSiyavongCoureuseIsirah,"$global.gaFC_searchIsirah = true
$global.gaFC_gotIsirahLeadFromSiyavong = true
Call $global.gaFC_ref updateStage
FireAll GAFCSiyavongFikenhildRevealOptions
$global.gaFC_isirahClues++","""Coureuse는 Isirah 시스템에 있습니다. 제가 제공하겠습니다."" 그는 책상 콘솔에서 무언가를 두드리면서 극적으로 잠시 멈췄습니다. 귀하의 TriPad 핑은 ""-그녀와 Cavin Pharoh 씨 사이의 통신에 대한 그럴듯해 보이는 데이터 가로채기와 함께""입니다. 
 
""베어드 학장님께 당신이 열심히 일했다는 걸 보여줄 거예요."" 그가 윙크하며 말했습니다.",,
GAFCSiyavongFikenhildRevealOption1,GAFCSiyavongFikenhildRevealOptions,!$askedHowKnowBaird,,,"gaFC_fikenhildSiyavongHowKnowBaird:""Baird에 대해 어떻게 알아?""",
GAFCSiyavongFikenhildRevealOption2,GAFCSiyavongFikenhildRevealOptions,!$askedJustTellingMe,,,"gaFC_fikenhildSiyavongJustTellingMe:""그녀가 어디 있는지 말해주는거야?""",
GAFCSiyavongFikenhildRevealOption3,GAFCSiyavongFikenhildRevealOptions,"$askedJustTellingMe
$askedHowKnowBaird",,,"gaFC_fikenhildSiyavongWrapUp:""여기서 마지막 게임이 뭐야? 왜 날 도와줘?""",
GAFCFikenhildSiyavongWrapUp,DialogOptionSelected,$option == gaFC_fikenhildSiyavongWrapUp,,"""걱정하지 마세요. 당신에게는 추적해야 할 불량 과학자가 있습니다. 함대 정보국을 대표하여 나는 그 주제에 대해 당신에게 말할 것이 없습니다. 우리는 만난 적도 없습니다. 나는 당신을 모릅니다. 당신은 저를 모르십니다.""
 
시야봉 요원이 손뼉을 치며 ""우리는 끝났다고 생각합니다. '밝게 불타오르라'라고 말씀하시죠, 함장님?""","gaFC_fikenhildSiyavongWrapUp2:""잠깐만, 질문이 더 있어요.""
cutCommLink:통신 링크 종료",
GAFCFikenhildSiyavongWrapUp2,DialogOptionSelected,$option == gaFC_fikenhildSiyavongWrapUp2,ShowDefaultVisual,핀레이는 여전히 미소를 지으며 고개를 저었다. 통신 회선이 갑자기 null 피드로 연결이 끊어졌습니다.,cutCommLink:통신 링크 종료,
,,,,,,
"# talking to Finlay Siyavong wherein he stonewalls the player
(if player has spokeOpenly with him)",,,,,,
GAFCSiyavongStonewallGreeting,PickGreeting,"$id == siyavong score:1000
#!$global.gaFC_triedToSeeCavin score:100","ShowPersonVisual
$metAlready = true
#FireBest FCFikenhildSiyavongGreeting
FireAll GAFCSiyavongStonewallGreetOptions","통신 링크는 연결되기 전 절제된 페르세안 리그 휘장 모션 그래픽에 잠시 동안 유지됩니다.
 
""안녕하세요. 저는 페르세안 리그 함대 정보국의 핀레이 시야봉 중위입니다.""라고 Siyavong이 말했습니다. ""제가 어떻게 도움을 드릴 수 있나요?""",,
GAFCSiyavongStonewallGreetOption1,GAFCSiyavongStonewallGreetOptions,$global.gaFC_inProgress,,,"gaFC_siyavongStonewallScylla:""Scylla Coureuse에 관해 궁금한 게 있어요.""",
GAFCSiyavongStonewallGreetOption2,GAFCSiyavongStonewallGreetOptions,,,,"
cutCommLink:통신 링크 종료",
GAFCSiyavongStoneWallScylla,DialogOptionSelected,$option == gaFC_siyavongStonewallScylla,FireAll GAFCSiyavongStonewall,"""죄송합니다 $playerSirOrMadam. 하지만 그 이름을 가진 사람은 이 사무실에 근무하지 않습니다. 공개 디렉토리에 문의하는 것이 좋습니다.""",,
GAFCSiyavongStonewallOption1,GAFCSiyavongStonewall,$spokeOpenly,$siyavongStonewall = true 0,,"gaFC_siyavongStonewallOption1:""왜 나를 모르는 척 해?",
GAFCSiyavongStonewallOption2,GAFCSiyavongStonewall,,$siyavongStonewall = true 0,,"gaFC_siyavongStonewallOption2:""알았어요. 어떤 건지 알겠어요.""",
GAFCSiyavongStonewallOption3,GAFCSiyavongStonewall,$global.gaFC_gotIsirahLeadFromSiyavong,$siyavongStonewall = true 0,,"gaFC_siyavongStonewallOption3:""Scylla, Coureuse. 기억나? 어디서 찾을지 말해줬잖아.""",
GAFCSiyavongStonewallOption4,GAFCSiyavongStonewall,,$siyavongStonewall = true 0,,"gaFC_siyavongStonewallOption4:""Coureuse 학도, 아는 사람들을 심문했잖아요.""",
GAFCSiyavongStonewallOption5,GAFCSiyavongStonewall,,,,cutCommLink:통신 링크 종료,
GAFCSiyavongStonewall1,DialogOptionSelected,$siyavongStonewall,unset $siyavongStonewall,"""무슨 말씀을 하시는지 모르겠네요."" Siyavong은 정중하고 관료적인 혼란을 완벽하게 시뮬레이션하여 당신을 바라보고 있습니다. ""인터페이스 공간에서의 범죄나 이 리그 회원국의 비시민권자가 연루된 지역 정치의 범죄를 신고하고 싶다면 적절한 담당자에게 연결해 드릴 수 있습니다.""
 
어떤 노력을 하든 그는 의사 방해. 그리고 그는 그것을 잘합니다.",cutCommLinkNoText:통신 링크 종료,
,,,,,,
# gaFC_pickedBranchProbes,,,,,,
# gaFC Coureuse probe interactions,,,,,,
gaFCProbePrintHostilesText,OpenInteractionDialog,"$gaFC_probe score:1000
HostileFleetNearbyAndAware",ShowDefaultVisual,근처의 적대적인 함대가 당신의 움직임을 추적하고 있어 탐사선을 조사하기 위해 EVA 팀을 보낼 수 없습니다.,defaultLeave:떠난다,
gaFCProbeInteractionStart,OpenInteractionDialog,"$gaFC_probe score:1000
Call $global.gaFC_ref updateData","ShowDefaultVisual
FireBest GAFCProbeInteraction",,,
gaFCProbeObjectInteractionFirst,GAFCProbeInteraction,"!$global.gaFC_discoveredFirstProbe
#Call $global.gaFC_ref updateData",$global.gaFC_discoveredFirstProbe = true,"$shipOrFleet이 프로브에 접근합니다. 활성 트랜스폰더 ID를 전송하는 것은 아니지만 통신 담당자가 직접 트랜스폰더 핑을 수행하면 반환을 통해 해당 프로브가 Galatia Academy의 자산임을 식별합니다. 그 다음에는 벌금을 부과하겠다고 위협하고 해당 재산을 조작하는 데 내재된 불특정 위험을 암시하는 법적 언어 블록이 이어집니다. 
 
차가운 진공을 통해 전송되는 EM 펄스의 유령인 이 단순한 단어가 당신과 마주친 외부 시스템 잔해수집가 중 소수를 단념시킬 것이라고 의심합니다.","gaFC_probeInvestigate:프로브 조사
defaultLeave:떠난다",
gaFCProbeObjectInteraction,GAFCProbeInteraction,#Call $global.gaFC_ref updateData,,$shipOrFleet이 프로브에 접근합니다. 귀하의 통신 담당자는 능동 응답기 요청을 수행하고 Coureuse의 초공간 물리학 그룹에 할당된 일련 번호 일치 장비를 사용하여 탐사선을 Galatia Academy의 자산으로 식별합니다.,"gaFC_probeInvestigate:프로브 조사
defaultLeave:떠난다",
gaFCProbeInteractionStartEmpty,OpenInteractionDialog,"$gaFC_probe score:1000
$tag:empty
Call $global.gaFC_ref updateData",ShowDefaultVisual,"$shipOrFleet이 프로브에 접근합니다. 활성 트랜스폰더 ID를 전송하지 않으며 통신 담당자가 직접 트랜스폰더 핑을 수행해도 응답이 없습니다.
 
스캔 결과 프로브 사양에 따르면 질량이 비정상적으로 낮은 것으로 나타났습니다. 당신은 인양 승무원에게 신중하게 배치하고 조사하도록 명령합니다.",gaFC_probeEmpty1:계속,
gaFCProbeEmpty1,DialogOptionSelected,"!$global.gaFC_scavengerDroppedProbe
$option == gaFC_probeEmpty1
","Call $global.gaFC_ref foundEmptyProbe
DespawnEntity","구조대원은 유지보수 드론을 작동하여 표준 접근 지점에서 선체를 절단합니다. 플라즈마 섬광이 어두워지면 드론은 스포트라이트를 회전하여 아무것도 드러내지 않습니다.
 
도관의 거칠게 자른 끝 부분이 매달려 있는 것을 제외하면 프로브 선체는 비어 있습니다. 누군가가 내부 하드웨어 섀시를 완전히 청소했습니다.
 
""얼마 전 일이 아닙니다."" 센서 담당자가 보고합니다. ""침입 사건으로 인해 확산된 잔해에 대한 레이더 검색 결과 확산이 최소화된 것으로 나타났습니다. 누가 이 짓을 했는지는 모르지만 시스템 내에 아직 있을 가능성이 높습니다.""
 
시스템 내. 필요한 프로브 하드웨어를 사용하세요.",defaultLeave:떠난다,
